BOOKING_ID,BOOKING_TYPE_NAME,PRODUCT_NAME,PLATFORM,CUSTOMER_ID,TRAVELER_ID,BOOKING_DATE,TRAVEL_START,TRAVEL_END,INVOICE_DATE,ONLINE_PURCHASE_FLAG,BOOKING_AMOUNT,SAVINGS_AMOUNT,TRANSACTION_COUNT,segment,segment_label,booking_month
75758665,Reserve,Car,Desktop,1015,4986,2018-04-11,2018-04-16,2018-04-20,,True,1539.0,0.0,9,1,Loyal Champions,2018-04
28946436,Reserve,Car,Desktop,1015,1425,2018-01-08,2018-01-11,2018-01-12,,True,530.16,0.0,2,1,Loyal Champions,2018-01
79457050,Reserve,Car,Desktop,1015,1549,2018-07-31,2018-08-01,2018-08-02,,True,1100.4,0.0,0,1,Loyal Champions,2018-07
46327863,Reserve,Car,Desktop,1015,5530,2018-05-23,2018-06-11,2018-06-15,,True,1285.12,0.0,4,1,Loyal Champions,2018-05
117869423,Reserve,Car,Desktop,1015,1207,2018-12-20,2019-01-14,2019-01-17,,True,1891.08,0.0,6,1,Loyal Champions,2018-12
112951622,Reserve,Car,Mobile,1015,6111,2018-09-07,2018-09-17,2018-09-19,,True,954.6,0.0,8,1,Loyal Champions,2018-09
131094144,Reserve,Car,Desktop,1015,1425,2018-10-10,2018-10-16,2018-10-17,,True,1006.48,0.0,6,1,Loyal Champions,2018-10
46860045,Reserve,Car,Desktop,1015,5738,2018-06-18,2018-06-27,2018-06-29,,True,792.88,0.0,4,1,Loyal Champions,2018-06
32177774,Reserve,Car,Desktop,1015,7431,2018-08-31,2018-09-10,2018-09-10,,True,260.31,0.0,1,1,Loyal Champions,2018-08
59236337,Reserve,Hotel,Desktop,1015,7380,2018-05-16,2018-05-22,2018-05-25,,True,1469.7,0.0,3,1,Loyal Champions,2018-05
88288194,Reserve,Car,Desktop,1015,1207,2018-02-09,2018-02-12,2018-02-16,,True,1917.28,0.0,5,1,Loyal Champions,2018-02
78487740,Reserve,Car,Desktop,1015,6109,2018-06-29,2018-07-14,2018-07-18,,True,3564.09,0.0,1,1,Loyal Champions,2018-06
147288320,Reserve,Car,Desktop,1015,1425,2018-02-12,2018-02-21,2018-02-22,,True,541.3,0.0,8,1,Loyal Champions,2018-02
337324980,Reserve,Hotel,Mobile,1015,1445,2018-02-26,2018-02-28,2018-03-01,,True,790.0,0.0,3,1,Loyal Champions,2018-02
233223588,Reserve,Hotel,Desktop,1015,1610,2018-04-20,2018-04-25,2018-04-26,,True,1080.0,0.0,1,1,Loyal Champions,2018-04
113737904,Reserve,Car,Desktop,1015,7150,2018-09-21,2018-09-25,2018-09-26,,True,1087.6,0.0,5,1,Loyal Champions,2018-09
118910128,Reserve,Car,Mobile,1015,1425,2018-03-02,2018-03-12,2018-03-13,,True,1619.6,0.0,8,1,Loyal Champions,2018-03
31037588,Reserve,Car,Desktop,1015,6108,2018-06-04,2018-06-13,2018-06-15,,True,573.48,0.0,4,1,Loyal Champions,2018-06
46744899,Reserve,Car,Desktop,1015,1207,2018-06-12,2018-06-13,2018-06-14,,True,466.32,0.0,8,1,Loyal Champions,2018-06
15590067,Reserve,Car,Mobile,1015,1156,2018-06-13,2018-06-18,2018-06-20,,True,1175.72,0.0,2,1,Loyal Champions,2018-06
168081770,Reserve,Car,Desktop,1015,5529,2018-12-13,2018-12-16,2018-12-23,,True,2679.6,0.0,8,1,Loyal Champions,2018-12
256644684,Reserve,Hotel,Desktop,1015,7380,2018-09-12,2018-10-08,2018-10-11,,True,489.9,0.0,9,1,Loyal Champions,2018-09
232954408,Reserve,Hotel,Desktop,1015,5528,2018-04-18,2018-04-24,2018-04-26,,True,562.26,0.0,8,1,Loyal Champions,2018-04
151697466,Reserve,Car,Desktop,1015,7150,2018-12-28,2019-01-02,2019-01-04,,True,1679.6,0.0,3,1,Loyal Champions,2018-12
159754590,Reserve,Car,Desktop,1015,3208,2018-08-14,2018-08-22,2018-08-24,,False,507.36,0.0,8,1,Loyal Champions,2018-08
107302909,Reserve,Car,Desktop,1015,6105,2018-05-07,2018-05-11,2018-05-17,,True,1488.6,0.0,9,1,Loyal Champions,2018-05
61123500,Reserve,Car,Desktop,1015,1425,2018-04-30,2018-05-03,2018-05-04,,True,290.55,0.0,0,1,Loyal Champions,2018-04
83217145,Reserve,Car,Desktop,1015,6111,2018-11-15,2018-12-11,2018-12-19,,True,2880.0,0.0,6,1,Loyal Champions,2018-11
16650592,Reserve,Car,Mobile,1015,6109,2018-11-16,2018-11-26,2018-11-28,,True,167.96,0.0,8,1,Loyal Champions,2018-11
224981340,Reserve,Hotel,Mobile,1015,6110,2018-02-26,2018-03-12,2018-03-13,,True,734.85,0.0,7,1,Loyal Champions,2018-02
145050723,Reserve,Car,Desktop,1015,1610,2018-09-05,2018-09-07,2018-09-07,,True,206.56,0.0,3,1,Loyal Champions,2018-09
118627752,Reserve,Car,Desktop,1015,6109,2018-02-26,2018-03-11,2018-03-11,,True,400.32,0.0,4,1,Loyal Champions,2018-02
441844284,Reserve,Hotel,Desktop,1015,1322,2018-08-14,2018-08-22,2018-08-24,,True,760.0,0.0,2,1,Loyal Champions,2018-08
130916584,Reserve,Car,Desktop,1015,1425,2018-10-08,2018-10-10,2018-10-11,,True,861.0,0.0,6,1,Loyal Champions,2018-10
145876149,Reserve,Car,Desktop,1015,1610,2018-09-17,2018-09-25,2018-09-26,,True,123.0,0.0,7,1,Loyal Champions,2018-09
149833290,Reserve,Car,Desktop,1015,6111,2018-03-19,2018-03-26,2018-03-27,,True,275.0,0.0,6,1,Loyal Champions,2018-03
573945201,Reserve,Hotel,Mobile,1015,6107,2018-09-03,2018-09-11,2018-09-12,,True,1000.0,0.0,5,1,Loyal Champions,2018-09
125659408,Reserve,Car,Mobile,1015,2893,2018-07-02,2018-07-04,2018-07-06,,True,1420.2,0.0,0,1,Loyal Champions,2018-07
82835460,Reserve,Car,Desktop,1015,7431,2018-11-05,2018-11-19,2018-11-20,,True,86.77,0.0,7,1,Loyal Champions,2018-11
136999881,Reserve,Car,Desktop,1015,1207,2018-04-20,2018-04-23,2018-04-23,,True,86.77,0.0,7,1,Loyal Champions,2018-04
61614696,Reserve,Car,Desktop,1015,1207,2018-05-17,2018-05-18,2018-05-19,,True,181.12,0.0,4,1,Loyal Champions,2018-05
116307772,Reserve,Car,Desktop,1015,1425,2018-11-12,2018-11-15,2018-11-16,,True,871.92,0.0,5,1,Loyal Champions,2018-11
367561974,Reserve,Hotel,Desktop,1015,6108,2018-06-26,2018-06-27,2018-06-28,,True,99.7,0.0,8,1,Loyal Champions,2018-06
371738982,Reserve,Hotel,Desktop,1015,6103,2018-07-09,2018-07-11,2018-07-12,,True,700.0,0.0,3,1,Loyal Champions,2018-07
84168470,Reserve,Car,Desktop,1015,2091,2018-12-19,2019-01-08,2019-01-11,,True,503.88,0.0,4,1,Loyal Champions,2018-12
171086157,Reserve,Hotel,Desktop,1015,6383,2018-03-19,2018-03-20,2018-03-22,,True,1176.0,0.0,0,1,Loyal Champions,2018-03
74716530,Reserve,Car,Desktop,1015,6107,2018-03-13,2018-04-10,2018-04-12,,True,528.6,0.0,5,1,Loyal Champions,2018-03
50525418,Reserve,Car,Desktop,1015,7150,2018-12-21,2019-01-02,2019-01-04,,True,167.96,0.0,5,1,Loyal Champions,2018-12
30770502,Reserve,Car,Desktop,1015,1610,2018-05-15,2018-06-08,2018-06-08,,True,796.59,0.0,2,1,Loyal Champions,2018-05
168427010,Reserve,Car,Mobile,1015,1610,2018-12-21,2019-01-07,2019-01-09,,True,1343.68,0.0,2,1,Loyal Champions,2018-12
130336976,Reserve,Car,Desktop,1015,4980,2018-09-27,2018-10-04,2018-10-04,,True,86.77,0.0,5,1,Loyal Champions,2018-09
15299375,Reserve,Car,Desktop,1015,1445,2018-05-02,2018-05-14,2018-05-25,,True,2051.61,0.0,7,1,Loyal Champions,2018-05
225172568,Reserve,Hotel,Desktop,1015,6110,2018-02-27,2018-03-13,2018-03-14,,True,1000.0,0.0,3,1,Loyal Champions,2018-02
573198568,Reserve,Hotel,Desktop,1015,1236,2018-11-28,2018-12-05,2018-12-06,,True,653.2,0.0,6,1,Loyal Champions,2018-11
492553216,Reserve,Hotel,Desktop,1015,7380,2018-06-11,2018-06-19,2018-06-20,,True,661.5,0.0,8,1,Loyal Champions,2018-06
14765038,Reserve,Car,Desktop,1015,6111,2018-02-16,2018-02-20,2018-02-22,,True,503.88,0.0,3,1,Loyal Champions,2018-02
80867450,Reserve,Car,Desktop,1015,6111,2018-09-12,2018-09-12,2018-09-13,,True,792.0,0.0,2,1,Loyal Champions,2018-09
101925432,Reserve,Car,Desktop,1015,6111,2018-01-19,2018-01-23,2018-01-25,,True,1049.45,0.0,5,1,Loyal Champions,2018-01
50014467,Reserve,Car,Desktop,1015,1425,2018-11-20,2018-11-26,2018-11-27,,True,377.43,0.0,0,1,Loyal Champions,2018-11
65415088,Reserve,Car,Desktop,1015,1610,2018-10-05,2018-10-09,2018-10-09,,True,433.85,0.0,5,1,Loyal Champions,2018-10
192189915,Reserve,Hotel,Desktop,1015,6110,2018-09-10,2018-09-24,2018-09-27,,True,2404.5,0.0,4,1,Loyal Champions,2018-09
65198392,Reserve,Car,Desktop,1015,6109,2018-09-28,2018-10-01,2018-10-05,,True,1685.32,0.0,5,1,Loyal Champions,2018-09
608274072,Reserve,Hotel,Desktop,1015,5314,2018-10-18,2018-11-05,2018-11-09,,True,1200.0,0.0,5,1,Loyal Champions,2018-10
77206430,Reserve,Car,Mobile,1015,3801,2018-05-23,2018-05-28,2018-05-31,,True,1209.6,0.0,9,1,Loyal Champions,2018-05
116389210,Reserve,Car,Mobile,1015,1156,2018-11-13,2018-11-15,2018-11-15,,True,86.77,0.0,1,1,Loyal Champions,2018-11
566837960,Reserve,Hotel,Desktop,1015,6108,2018-03-08,2018-03-12,2018-03-13,,True,200.0,0.0,0,1,Loyal Champions,2018-03
65169056,Reserve,Car,Desktop,1015,5135,2018-09-27,2018-10-08,2018-10-10,,True,861.21,0.0,2,1,Loyal Champions,2018-09
81457440,Reserve,Car,Desktop,1015,6111,2018-09-27,2018-10-03,2018-10-04,,True,607.39,0.0,7,1,Loyal Champions,2018-09
84140065,Reserve,Car,Desktop,1015,1610,2018-12-18,2019-01-02,2019-01-04,,True,671.84,0.0,1,1,Loyal Champions,2018-12
79877290,Reserve,Car,Desktop,1015,3208,2018-08-14,2018-08-22,2018-08-24,,True,1141.56,0.0,3,1,Loyal Champions,2018-08
125229136,Reserve,Car,Desktop,1015,4461,2018-06-22,2018-06-25,2018-06-27,,True,1386.96,0.0,9,1,Loyal Champions,2018-06
62686620,Reserve,Car,Desktop,1015,1610,2018-06-25,2018-07-23,2018-07-27,,True,481.52,0.0,0,1,Loyal Champions,2018-06
63394416,Reserve,Car,Desktop,1015,5845,2018-07-24,2018-07-30,2018-08-04,,True,2002.92,0.0,4,1,Loyal Champions,2018-07
167704160,Reserve,Car,Desktop,1015,1425,2018-12-06,2018-12-11,2018-12-12,,True,520.62,0.0,3,1,Loyal Champions,2018-12
14828145,Reserve,Car,Desktop,1015,6109,2018-02-26,2018-03-11,2018-03-17,,True,1927.24,0.0,3,1,Loyal Champions,2018-02
362330870,Reserve,Hotel,Desktop,1015,1242,2018-12-19,2019-01-15,2019-01-17,,True,600.0,0.0,2,1,Loyal Champions,2018-12
147654630,Reserve,Car,Desktop,1015,1207,2018-02-16,2018-02-19,2018-02-23,,True,1262.66,0.0,7,1,Loyal Champions,2018-02
151943100,Reserve,Car,Desktop,1015,5845,2018-04-17,2018-04-17,2018-04-18,,True,177.02,0.0,4,1,Loyal Champions,2018-04
58134012,Reserve,Car,Desktop,1015,4986,2018-01-16,2018-01-22,2018-01-25,,True,1480.0,0.0,0,1,Loyal Champions,2018-01
163236750,Reserve,Car,Desktop,1015,1425,2018-10-02,2018-10-08,2018-10-09,,False,1449.27,0.0,8,1,Loyal Champions,2018-10
64256252,Reserve,Car,Mobile,1015,7431,2018-08-28,2018-09-06,2018-09-07,,False,588.0,0.0,0,1,Loyal Champions,2018-08
71401379,Reserve,Hotel,Desktop,1015,8311,2018-11-22,2018-11-27,2018-11-30,,True,528.0,0.0,0,1,Loyal Champions,2018-11
58910104,Reserve,Car,Mobile,1015,1425,2018-02-12,2018-02-15,2018-02-16,,True,296.4,0.0,6,1,Loyal Champions,2018-02
16506203,Reserve,Car,Desktop,1015,1610,2018-10-26,2018-10-30,2018-10-31,,True,244.84,0.0,7,1,Loyal Champions,2018-10
92476362,Reserve,Car,Desktop,1015,4986,2018-05-18,2018-05-28,2018-05-28,,True,909.54,0.0,9,1,Loyal Champions,2018-05
166238556,Reserve,Hotel,Mobile,1015,5569,2018-02-02,2018-02-07,2018-02-09,,True,1200.0,0.0,2,1,Loyal Champions,2018-02
164816679,Reserve,Hotel,Desktop,1015,1548,2018-01-22,2018-01-22,2018-01-23,,True,630.0,0.0,4,1,Loyal Champions,2018-01
32180220,Reserve,Car,Desktop,1015,1425,2018-08-31,2018-09-05,2018-09-07,,True,503.24,0.0,8,1,Loyal Champions,2018-08
139216662,Reserve,Car,Desktop,1015,1610,2018-05-28,2018-06-06,2018-06-08,,True,691.2,0.0,2,1,Loyal Champions,2018-05
123547464,Reserve,Car,Desktop,1015,6103,2018-05-23,2018-05-28,2018-05-31,,True,185.69,0.0,0,1,Loyal Champions,2018-05
110105772,Reserve,Car,Desktop,1015,1053,2018-07-05,2018-07-13,2018-07-14,,True,227.1,0.0,1,1,Loyal Champions,2018-07
29148486,Reserve,Car,Desktop,1015,5569,2018-01-22,2018-01-23,2018-01-25,,True,1894.0,0.0,9,1,Loyal Champions,2018-01
635558607,Reserve,Hotel,Desktop,1015,1610,2018-11-05,2018-11-14,2018-11-15,,True,800.0,0.0,5,1,Loyal Champions,2018-11
64832376,Reserve,Car,Desktop,1015,5845,2018-09-17,2018-09-24,2018-09-26,,True,953.64,0.0,1,1,Loyal Champions,2018-09
49212801,Reserve,Car,Desktop,1015,1610,2018-10-12,2018-10-15,2018-10-18,,True,1020.95,0.0,1,1,Loyal Champions,2018-10
81617775,Reserve,Car,Desktop,1015,1425,2018-10-02,2018-10-08,2018-10-09,,True,1190.0,0.0,9,1,Loyal Champions,2018-10
244102160,Reserve,Hotel,Desktop,1015,6380,2018-06-07,2018-06-12,2018-06-13,,True,792.9,0.0,8,1,Loyal Champions,2018-06
33284760,Reserve,Car,Desktop,1015,5135,2018-11-15,2018-11-20,2018-11-21,,True,1247.52,0.0,2,1,Loyal Champions,2018-11
31365760,Reserve,Car,Mobile,1015,4980,2018-06-27,2018-07-10,2018-07-10,,True,616.62,0.0,3,1,Loyal Champions,2018-06
15571181,Reserve,Car,Desktop,1015,1425,2018-06-11,2018-06-14,2018-06-15,,True,946.8,0.0,2,1,Loyal Champions,2018-06
61095489,Reserve,Hotel,Desktop,1015,5995,2018-06-13,2018-07-03,2018-07-04,,True,1000.0,0.0,7,1,Loyal Champions,2018-06
59028252,Reserve,Car,Desktop,1015,1053,2018-02-15,2018-02-26,2018-02-28,,True,3404.2,0.0,7,1,Loyal Champions,2018-02
154969610,Reserve,Car,Desktop,1015,1156,2018-05-31,2018-06-04,2018-06-06,,True,671.84,0.0,3,1,Loyal Champions,2018-05
30303436,Reserve,Car,Desktop,1015,4986,2018-04-11,2018-04-15,2018-04-16,,True,272.1,0.0,9,1,Loyal Champions,2018-04
45844350,Reserve,Car,Desktop,1015,1425,2018-04-30,2018-05-02,2018-05-03,,True,285.0,0.0,9,1,Loyal Champions,2018-04
565221280,Reserve,Hotel,Desktop,1015,1390,2018-11-06,2018-11-12,2018-11-14,,True,1056.0,0.0,7,1,Loyal Champions,2018-11
59639900,Reserve,Car,Desktop,1015,5845,2018-03-08,2018-03-19,2018-03-29,,True,2199.8,0.0,3,1,Loyal Champions,2018-03
112454258,Reserve,Car,Desktop,1015,5845,2018-08-28,2018-09-02,2018-09-05,,True,252.54,0.0,3,1,Loyal Champions,2018-08
631182220,Reserve,Hotel,Desktop,1015,1124,2018-08-14,2018-08-22,2018-08-24,,True,1900.0,0.0,0,1,Loyal Champions,2018-08
31551882,Reserve,Car,Desktop,1015,5738,2018-07-12,2018-07-17,2018-07-18,,True,610.32,0.0,0,1,Loyal Champions,2018-07
153065250,Reserve,Car,Desktop,1015,1425,2018-05-03,2018-05-17,2018-05-18,,True,789.0,0.0,9,1,Loyal Champions,2018-05
554163327,Reserve,Hotel,Desktop,1015,4846,2018-06-12,2018-06-21,2018-06-22,,True,846.0,0.0,1,1,Loyal Champions,2018-06
170179143,Reserve,Hotel,Desktop,1015,6347,2018-03-09,2018-03-12,2018-03-13,,True,213.18,0.0,6,1,Loyal Champions,2018-03
454176104,Reserve,Hotel,Desktop,1015,4846,2018-03-12,2018-03-14,2018-03-15,,True,732.6,0.0,6,1,Loyal Champions,2018-03
222952752,Reserve,Hotel,Desktop,1015,4986,2018-02-12,2018-02-14,2018-02-15,,True,652.16,0.0,8,1,Loyal Champions,2018-02
131611914,Reserve,Car,Mobile,1015,1425,2018-01-29,2018-02-05,2018-02-07,,False,1961.33,0.0,3,1,Loyal Champions,2018-01
28915654,Reserve,Car,Mobile,1015,1156,2018-01-05,2018-01-10,2018-01-11,,True,1040.8,0.0,6,1,Loyal Champions,2018-01
61899000,Reserve,Car,Desktop,1015,6102,2018-05-29,2018-06-04,2018-06-06,,True,645.2,0.0,1,1,Loyal Champions,2018-05
128430256,Reserve,Car,Mobile,1015,1425,2018-08-27,2018-08-28,2018-08-29,,True,726.67,0.0,6,1,Loyal Champions,2018-08
65254600,Reserve,Car,Desktop,1015,1425,2018-10-01,2018-10-02,2018-10-02,,True,607.39,0.0,1,1,Loyal Champions,2018-10
77378700,Reserve,Car,Desktop,1015,6111,2018-05-29,2018-06-03,2018-06-06,,True,244.12,0.0,5,1,Loyal Champions,2018-05
15579488,Reserve,Car,Mobile,1015,1207,2018-06-12,2018-06-14,2018-06-15,,True,754.86,0.0,9,1,Loyal Champions,2018-06
125576408,Reserve,Car,Desktop,1015,1156,2018-06-29,2018-07-02,2018-07-03,,True,1132.29,0.0,5,1,Loyal Champions,2018-06
16428763,Reserve,Car,Desktop,1015,1425,2018-10-16,2018-10-17,2018-10-18,,False,422.5,0.0,7,1,Loyal Champions,2018-10
122346666,Reserve,Hotel,Mobile,1015,6109,2018-06-21,2018-07-11,2018-07-12,,True,400.0,0.0,4,1,Loyal Champions,2018-06
90856452,Reserve,Car,Desktop,1015,6112,2018-04-10,2018-04-11,2018-04-17,,True,2484.2,0.0,8,1,Loyal Champions,2018-04
103566771,Reserve,Car,Desktop,1015,1425,2018-02-21,2018-02-22,2018-02-22,,False,594.05,0.0,2,1,Loyal Champions,2018-02
378827760,Reserve,Hotel,Mobile,1015,7431,2018-08-14,2018-08-16,2018-08-17,,True,772.8,0.0,6,1,Loyal Champions,2018-08
31698778,Reserve,Car,Desktop,1015,1309,2018-07-24,2018-08-20,2018-09-15,,True,5208.03,0.0,4,1,Loyal Champions,2018-07
387559928,Reserve,Hotel,Desktop,1015,8780,2018-02-01,2018-02-07,2018-02-08,,True,734.85,0.0,2,1,Loyal Champions,2018-02
215950359,Reserve,Hotel,Mobile,1015,6205,2018-12-05,2018-12-11,2018-12-12,,True,562.8,0.0,8,1,Loyal Champions,2018-12
721899110,Reserve,Hotel,Mobile,1015,6111,2018-12-11,2018-12-17,2018-12-18,,True,326.6,0.0,9,1,Loyal Champions,2018-12
110430334,Reserve,Car,Desktop,1015,1425,2018-07-12,2018-07-19,2018-07-20,,True,308.31,0.0,1,1,Loyal Champions,2018-07
108338510,Reserve,Car,Desktop,1015,5738,2018-05-29,2018-06-11,2018-06-12,,True,911.7,0.0,0,1,Loyal Champions,2018-05
16261826,Reserve,Car,Desktop,1015,1610,2018-09-24,2018-09-27,2018-09-28,,True,1258.1,0.0,3,1,Loyal Champions,2018-09
156524390,Reserve,Car,Desktop,1015,1156,2018-06-22,2018-06-26,2018-06-27,,True,880.67,0.0,9,1,Loyal Champions,2018-06
141147549,Reserve,Car,Desktop,1015,1610,2018-06-27,2018-08-13,2018-08-17,,True,1203.8,0.0,9,1,Loyal Champions,2018-06
249472428,Reserve,Hotel,Desktop,1015,5569,2018-07-20,2018-07-23,2018-07-25,,True,200.0,0.0,9,1,Loyal Champions,2018-07
142162785,Reserve,Car,Desktop,1015,1156,2018-07-16,2018-07-18,2018-07-19,,True,510.21,0.0,8,1,Loyal Champions,2018-07
33469196,Reserve,Car,Desktop,1015,6111,2018-11-30,2018-12-03,2018-12-05,,True,1679.6,0.0,5,1,Loyal Champions,2018-11
165063160,Reserve,Car,Mobile,1015,6438,2018-10-26,2018-10-29,2018-10-30,,True,369.0,0.0,5,1,Loyal Champions,2018-10
140134257,Reserve,Car,Desktop,1015,1425,2018-06-11,2018-06-14,2018-06-15,,True,1578.0,0.0,9,1,Loyal Champions,2018-06
72286796,Reserve,Hotel,Desktop,1015,1506,2018-12-13,2019-01-02,2019-01-04,,True,1800.0,0.0,5,1,Loyal Champions,2018-12
149515010,Reserve,Car,Desktop,1015,6109,2018-03-14,2018-03-16,2018-03-19,,True,824.31,0.0,6,1,Loyal Champions,2018-03
133004488,Reserve,Car,Mobile,1015,6113,2018-11-13,2018-11-28,2018-11-30,,True,102.1,0.0,3,1,Loyal Champions,2018-11
106194403,Reserve,Car,Desktop,1015,6605,2018-04-13,2018-04-17,2018-04-18,,True,1610.3,0.0,2,1,Loyal Champions,2018-04
96117258,Reserve,Car,Desktop,1015,4461,2018-08-21,2018-08-27,2018-08-27,,True,540.56,0.0,7,1,Loyal Champions,2018-08
61107226,Reserve,Hotel,Desktop,1015,1242,2018-06-14,2018-07-10,2018-07-12,,True,400.0,0.0,2,1,Loyal Champions,2018-06
46739364,Reserve,Car,Desktop,1015,1610,2018-06-12,2018-06-19,2018-06-25,,True,2790.0,0.0,2,1,Loyal Champions,2018-06
78477555,Reserve,Car,Desktop,1015,5530,2018-06-29,2018-07-10,2018-07-10,,True,1072.7,0.0,6,1,Loyal Champions,2018-06
47821308,Reserve,Car,Desktop,1015,1610,2018-08-08,2018-08-08,2018-08-09,,True,796.59,0.0,3,1,Loyal Champions,2018-08
49806768,Reserve,Car,Desktop,1015,5530,2018-11-09,2018-11-26,2018-11-30,,True,1632.5,0.0,0,1,Loyal Champions,2018-11
77844925,Reserve,Car,Desktop,1015,6108,2018-06-11,2018-06-14,2018-06-15,,True,316.96,0.0,7,1,Loyal Champions,2018-06
94427838,Reserve,Car,Desktop,1015,1610,2018-07-06,2018-07-12,2018-07-13,,True,205.54,0.0,6,1,Loyal Champions,2018-07
495047791,Reserve,Hotel,Desktop,1015,6109,2018-11-07,2018-11-13,2018-11-14,,True,770.0,0.0,6,1,Loyal Champions,2018-11
233229092,Reserve,Hotel,Mobile,1015,5738,2018-04-20,2018-04-25,2018-04-26,,True,108.0,0.0,8,1,Loyal Champions,2018-04
140795786,Reserve,Hotel,Desktop,1015,7981,2018-10-31,2018-11-05,2018-11-06,,True,244.95,0.0,6,1,Loyal Champions,2018-10
124740940,Reserve,Hotel,Desktop,1015,1308,2018-07-20,2018-08-21,2018-08-22,,True,400.0,0.0,4,1,Loyal Champions,2018-07
388710959,Reserve,Hotel,Desktop,1015,5569,2018-02-06,2018-02-12,2018-02-13,,True,1000.0,0.0,4,1,Loyal Champions,2018-02
381970104,Reserve,Hotel,Desktop,1015,5569,2018-08-30,2018-09-04,2018-09-06,,True,200.0,0.0,8,1,Loyal Champions,2018-08
453241944,Reserve,Hotel,Mobile,1015,1599,2018-03-08,2018-03-22,2018-03-23,,True,1080.0,0.0,0,1,Loyal Champions,2018-03
643794240,Reserve,Hotel,Desktop,1015,6103,2018-09-18,2018-09-19,2018-09-20,,True,90.0,0.0,5,1,Loyal Champions,2018-09
65668541,Reserve,Hotel,Mobile,1015,5530,2018-10-15,2018-10-25,2018-10-26,,True,218.66,0.0,5,1,Loyal Champions,2018-10
183280080,Reserve,Hotel,Desktop,1015,6107,2018-06-13,2018-07-10,2018-07-12,,True,2000.0,0.0,8,1,Loyal Champions,2018-06
116826256,Reserve,Car,Mobile,1015,1425,2018-01-25,2018-02-05,2018-02-07,,True,1844.46,0.0,5,1,Loyal Champions,2018-01
71975152,Reserve,Hotel,Desktop,1015,6112,2018-12-05,2018-12-11,2018-12-12,,True,656.6,0.0,5,1,Loyal Champions,2018-12
102279233,Reserve,Car,Mobile,1015,6109,2018-01-26,2018-02-05,2018-02-09,,True,2101.2,0.0,8,1,Loyal Champions,2018-01
78681025,Reserve,Car,Desktop,1015,1156,2018-07-06,2018-07-09,2018-07-10,,True,251.62,0.0,5,1,Loyal Champions,2018-07
48195399,Reserve,Car,Desktop,1015,7431,2018-08-28,2018-09-06,2018-09-07,,True,240.0,0.0,4,1,Loyal Champions,2018-08
151453179,Reserve,Car,Mobile,1015,1425,2018-12-18,2019-01-02,2019-01-04,,True,518.4,0.0,5,1,Loyal Champions,2018-12
147873990,Reserve,Car,Desktop,1015,6109,2018-02-20,2018-02-26,2018-03-01,,True,1679.6,0.0,7,1,Loyal Champions,2018-02
30917294,Reserve,Car,Desktop,1015,6103,2018-05-25,2018-05-28,2018-06-01,,True,1805.2,0.0,1,1,Loyal Champions,2018-05
61070935,Reserve,Hotel,Desktop,1015,5529,2018-06-11,2018-06-19,2018-06-20,,True,360.0,0.0,9,1,Loyal Champions,2018-06
63901576,Reserve,Car,Mobile,1015,1232,2018-08-14,2018-08-14,2018-08-17,,True,2404.08,0.0,9,1,Loyal Champions,2018-08
30719906,Reserve,Car,Desktop,1015,5590,2018-05-11,2018-05-22,2018-05-24,,True,625.74,0.0,8,1,Loyal Champions,2018-05
32349804,Reserve,Car,Desktop,1015,1610,2018-09-12,2018-09-17,2018-09-21,,True,1339.24,0.0,2,1,Loyal Champions,2018-09
307876275,Reserve,Hotel,Mobile,1015,7380,2018-06-12,2018-06-20,2018-06-21,,True,294.0,0.0,2,1,Loyal Champions,2018-06
96391686,Reserve,Car,Desktop,1015,6108,2018-08-28,2018-09-10,2018-09-22,,True,886.08,0.0,6,1,Loyal Champions,2018-08
88360350,Reserve,Car,Desktop,1015,5738,2018-02-12,2018-02-22,2018-02-22,,True,205.64,0.0,4,1,Loyal Champions,2018-02
164558310,Reserve,Car,Desktop,1015,1376,2018-10-19,2018-10-22,2018-10-26,,True,2458.71,0.0,5,1,Loyal Champions,2018-10
120698872,Reserve,Car,Desktop,1015,1425,2018-04-03,2018-04-10,2018-04-12,,True,297.94,0.0,8,1,Loyal Champions,2018-04
30174448,Reserve,Car,Mobile,1015,1425,2018-04-03,2018-04-10,2018-04-12,,True,839.82,0.0,4,1,Loyal Champions,2018-04
506699501,Reserve,Hotel,Desktop,1015,6103,2018-12-17,2019-01-03,2019-01-04,,True,900.0,0.0,0,1,Loyal Champions,2018-12
147574560,Reserve,Car,Mobile,1015,4980,2018-02-15,2018-02-27,2018-02-28,,True,756.42,0.0,3,1,Loyal Champions,2018-02
515034981,Reserve,Hotel,Desktop,1015,4451,2018-03-23,2018-03-28,2018-03-29,,True,80.0,0.0,3,1,Loyal Champions,2018-03
30825524,Reserve,Car,Desktop,1015,4986,2018-05-18,2018-05-28,2018-05-29,,True,1010.6,0.0,3,1,Loyal Champions,2018-05
14576173,Reserve,Car,Mobile,1015,1207,2018-01-22,2018-01-24,2018-01-26,,True,1175.72,0.0,6,1,Loyal Champions,2018-01
60781704,Reserve,Car,Desktop,1015,4461,2018-04-17,2018-04-19,2018-04-19,,True,522.55,0.0,5,1,Loyal Champions,2018-04
148543398,Reserve,Car,Desktop,1015,7150,2018-10-26,2018-10-29,2018-10-30,,True,125.81,0.0,9,1,Loyal Champions,2018-10
